country,iso3,label,baseline_local,local_price,variation_local,local_currency,local_range,Date
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2021-03-28
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.74,1.16,KM,0.99-2.49,2021-03-28
Vietnam,VNM,Apples (1kg),64763.43,63806.6,-1.48,₫,30000.01-90000,2021-03-28
Austria,AUT,Apples (1kg),2.25,2.25,0.0,€,0.99-3,2021-03-28
Dominican Republic,DOM,Apples (1kg),120.51,125.6,4.23,RD$,75.99-220.46,2021-03-28
Burkina Faso,BFA,Apples (1kg),1350.0,1233.33,-8.64,CFA,999.99-1500,2021-03-28
Us Virgin Islands,VIR,Apples (1kg),6.31,6.66,5.55,$,3.53-13.21,2021-03-28
United Kingdom,GBR,Apples (1kg),1.78,1.83,2.81,£,0.99-3,2021-03-28
Jersey,JEY,Apples (1kg),2.8,3.15,12.5,£,0.99-3.99,2021-03-28
Croatia,HRV,Apples (1kg),8.94,9.83,9.91,kn,5-15.15,2021-03-28
Botswana,BWA,Apples (1kg),17.85,19.84,11.15,P,8-26.94,2021-03-28
Marshall Islands,MHL,Apples (1kg),7.72,7.72,0.0,$,6.61-8.8,2021-03-28
Vanuatu,VUT,Apples (1kg),349.68,404.68,15.73,VT,225-550.01,2021-03-28
Egypt,EGY,Apples (1kg),23.48,24.08,2.56,EG£,11.99-33,2021-03-28
Bermuda,BMU,Apples (1kg),9.24,11.09,20.02,$,5-17.64,2021-03-28
Maldives,MDV,Apples (1kg),32.5,39.99,23.05,Rf,25-70,2021-03-28
Barbados,BRB,Apples (1kg),8.0,7.63,-4.63,Bds$,2.76-10.01,2021-03-28
Bangladesh,BGD,Apples (1kg),163.92,161.91,-1.23,৳,100-200,2021-03-28
Ecuador,ECU,Apples (1kg),2.06,2.11,2.33,$,0.99-3.99,2021-03-28
China,CHN,Apples (1kg),12.95,12.75,-1.56,¥,5-22.05,2021-03-28
El Salvador,SLV,Apples (1kg),3.24,2.71,-16.36,$,0.99-4.5,2021-03-28
Canada,CAN,Apples (1kg),3.91,4.13,5.58,C$,1.68-6.59,2021-03-28
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2021-03-28
Bahrain,BHR,Apples (1kg),0.84,0.88,4.76,BHD,0.51-1.7,2021-03-28
Equatorial Guinea,GNQ,Apples (1kg),2000.67,2666.66,33.29,CFA,999.99-4000,2021-03-28
Turks And Caicos Islands,TCA,Apples (1kg),4.14,4.14,0.0,$,3.31-5,2021-03-28
Burundi,BDI,Apples (1kg),6910.51,6837.18,-1.06,FBu,3708.1-10000,2021-03-28
Benin,BEN,Apples (1kg),1830.12,2000.01,9.28,CFA,999.99-2499.99,2021-03-28
Bhutan,BTN,Apples (1kg),234.11,300.18,28.22,₹,100-400.01,2021-03-28
Estonia,EST,Apples (1kg),1.06,1.43,34.53,€,0.51-2.49,2021-03-28
Uzbekistan,UZB,Apples (1kg),0.97,1.3,34.02,$,0.71-2.01,2021-03-28
Cape Verde,CPV,Apples (1kg),273.47,275.0,0.56,Esc,250-300,2021-03-28
Aland Islands,ALA,Apples (1kg),1.8,1.9,5.56,€,1.65-2.49,2021-07-04
Chile,CHL,Apples (1kg),1079.99,1248.78,15.63,CL$,500.01-1990,2021-07-04
Botswana,BWA,Apples (1kg),17.85,19.73,10.53,P,8-26.94,2021-07-04
Burundi,BDI,Apples (1kg),6910.51,9488.64,37.31,FBu,3767.01-11999.99,2021-07-04
Cameroon,CMR,Apples (1kg),1351.27,1766.67,30.74,CFA,949.99-3000,2021-07-04
Tonga,TON,Apples (1kg),4.5,6.33,40.67,T$,3-10.01,2021-07-04
Bulgaria,BGR,Apples (1kg),1.88,2.15,14.13,лв,0.99-3,2021-07-04
Bahamas,BHS,Apples (1kg),3.77,4.08,8.22,$,2.2-5,2021-07-04
Algeria,DZA,Apples (1kg),259.43,269.6,3.92,DZD,100-450.01,2021-07-04
Armenia,ARM,Apples (1kg),456.41,480.76,5.34,AMD,250-749.99,2021-07-04
Turks And Caicos Islands,TCA,Apples (1kg),4.14,4.14,0.0,$,3.31-5,2021-07-04
Costa Rica,CRI,Apples (1kg),2313.64,2324.52,0.47,₡,999.99-3950,2021-07-04
Guam,GUM,Apples (1kg),4.3,6.83,58.84,$,2.01-14.33,2021-07-04
Chad,TCD,Apples (1kg),2709.1,3178.83,17.34,CFA,1223.89-4000,2021-07-04
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2021-07-04
Martinique,MTQ,Apples (1kg),2.27,2.27,0.0,€,1.57-3,2021-07-04
Niger,NER,Apples (1kg),1250.0,1833.34,46.67,CFA,999.99-3000,2021-07-04
Vietnam,VNM,Apples (1kg),64763.43,62247.02,-3.89,₫,30000.01-90000,2021-07-04
Taiwan,TWN,Apples (1kg),134.11,135.44,0.99,NT$,60.01-259.99,2021-07-04
Estonia,EST,Apples (1kg),1.06,1.43,34.91,€,0.6-2.29,2021-07-04
Liberia,LBR,Apples (1kg),2.76,2.76,0.0,$,2.49-3,2021-07-04
Maldives,MDV,Apples (1kg),32.5,41.67,28.22,Rf,25-50,2021-07-04
Macao,MAC,Apples (1kg),36.16,32.32,-10.62,P,14.99-50,2021-07-04
Benin,BEN,Apples (1kg),1830.12,1937.51,5.87,CFA,999.99-2499.99,2021-07-04
Brunei,BRN,Apples (1kg),3.4,4.63,36.18,S$,1.79-5,2021-07-04
Sint Maarten,SXM,Apples (1kg),3.99,4.65,16.54,$,3-5,2021-07-04
Vanuatu,VUT,Apples (1kg),349.68,404.4,15.65,VT,225-550.01,2021-07-04
Congo,COG,Apples (1kg),6.21,6.59,6.12,$,3-8,2021-07-04
Austria,AUT,Apples (1kg),2.25,2.21,-1.65,€,0.99-3,2021-07-04
United States,USA,Apples (1kg),4.48,4.54,1.28,$,2.16-8.8,2021-07-04
Brazil,BRA,Apples (1kg),5.89,7.3,23.91,R$,3.79-11.99,2021-07-04
Croatia,HRV,Apples (1kg),8.94,9.43,5.45,kn,3.99-14.99,2021-07-04
Marshall Islands,MHL,Apples (1kg),7.72,7.72,0.0,$,6.61-8.8,2021-07-04
Jersey,JEY,Apples (1kg),2.8,3.15,12.5,£,0.99-3.99,2021-07-04
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.7,-1.0,KM,0.99-2.49,2021-07-04
Egypt,EGY,Apples (1kg),23.48,24.2,3.05,EG£,13.01-30,2021-07-04
Hong Kong,HKG,Apples (1kg),27.87,32.25,15.73,HK$,11.99-55.12,2021-07-04
Canada,CAN,Apples (1kg),3.91,4.18,6.8,C$,1.7-6.61,2021-07-04
Aruba,ABW,Apples (1kg),4.83,4.59,-4.97,$,3.75-8,2021-07-04
Bhutan,BTN,Apples (1kg),234.11,290.06,23.9,₹,100-400.01,2021-07-04
Dominican Republic,DOM,Apples (1kg),120.51,123.96,2.87,RD$,75.99-220.46,2021-07-04
Cayman Islands,CYM,Apples (1kg),8.77,5.93,-32.38,KY$,1.9-7.98,2021-07-04
Bangladesh,BGD,Apples (1kg),163.92,159.11,-2.93,৳,100-200,2021-07-04
Us Virgin Islands,VIR,Apples (1kg),6.31,6.66,5.55,$,3.53-13.21,2021-07-04
Solomon Islands,SLB,Apples (1kg),36.99,36.99,0.0,SI$,30-44,2021-07-04
Colombia,COL,Apples (1kg),6043.18,7082.69,17.2,Col$,2800-11000,2021-07-04
Guadeloupe,GLP,Apples (1kg),3.51,3.51,0.0,€,3-3.99,2021-07-04
El Salvador,SLV,Apples (1kg),3.24,2.95,-8.95,$,1.26-5,2021-07-04
Denmark,DNK,Apples (1kg),18.38,19.5,6.09,kr,10.01-28,2021-07-04
Cape Verde,CPV,Apples (1kg),273.47,275.0,0.56,Esc,250-300,2021-07-04
Czech Republic,CZE,Apples (1kg),30.85,35.61,15.42,Kč,20-50,2021-07-04
Argentina,ARG,Apples (1kg),69.27,1.54,-97.77,$,0.99-2.98,2021-07-04
Cambodia,KHM,Apples (1kg),3.55,3.88,9.3,$,2.01-5.49,2021-07-04
Barbados,BRB,Apples (1kg),8.0,7.91,-1.12,Bds$,2.01-13.23,2021-07-04
Bahrain,BHR,Apples (1kg),0.84,0.86,2.38,BHD,0.51-1.19,2021-07-04
Bermuda,BMU,Apples (1kg),9.24,10.52,13.84,$,5-17.99,2021-07-04
Bolivia,BOL,Apples (1kg),15.13,16.42,8.53,Bs.,5-35.01,2021-07-04
Ecuador,ECU,Apples (1kg),2.06,2.04,-0.76,$,0.99-3.51,2021-07-04
Guinea-Bissau,GNB,Apples (1kg),1375.0,1375.0,0.0,CFA,749.99-2000.01,2021-07-04
Timor-Leste,TLS,Apples (1kg),7.5,5.0,-33.33,$,3-7.01,2021-07-04
United Kingdom,GBR,Apples (1kg),1.78,1.83,2.81,£,0.99-3,2021-07-04
French Polynesia,PYF,Apples (1kg),422.49,405.71,-3.97,F,222.64-600.01,2021-07-04
Venezuela,VEN,Apples (1kg),3.78,4.97,31.44,$,1.76-8,2021-07-04
South Sudan,SSD,Apples (1kg),6.5,6.5,0.0,$,3.99-8.99,2021-07-04
Faroe Islands,FRO,Apples (1kg),23.31,23.32,0.04,kr,20-25,2021-07-04
Zimbabwe,ZWE,Apples (1kg),3.75,2.97,-20.8,$,2.01-5,2021-07-04
Cyprus,CYP,Apples (1kg),1.81,2.06,13.58,€,0.99-3,2021-07-04
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2021-07-04
China,CHN,Apples (1kg),12.95,12.37,-4.48,¥,5-20,2021-07-04
Uzbekistan,UZB,Apples (1kg),0.97,1.41,45.36,$,0.71-2.2,2021-07-04
Cuba,CUB,Apples (1kg),4.22,6.33,50.0,$,1.26-11.02,2021-07-04
Equatorial Guinea,GNQ,Apples (1kg),2000.67,3333.34,66.61,CFA,999.99-4000,2021-07-04
Burkina Faso,BFA,Apples (1kg),1350.0,1310.89,-2.9,CFA,999.99-1500,2021-07-04
Curacao,CUW,Apples (1kg),6.48,5.95,-8.18,NAf,5-6,2021-07-04
Belarus,BLR,Apples (1kg),2.24,2.91,29.91,BYN,1.81-5,2021-07-04
Belgium,BEL,Apples (1kg),2.17,2.25,3.69,€,1.34-3,2021-07-04
Belarus,BLR,Apples (1kg),2.24,2.98,32.97,BYN,1.19-5,2020-07-19
Bahamas,BHS,Apples (1kg),3.77,3.77,0.0,$,2.01-5,2020-07-19
Guadeloupe,GLP,Apples (1kg),3.51,3.51,0.0,€,3-3.99,2020-07-19
Bahrain,BHR,Apples (1kg),0.84,0.9,7.14,BHD,0.51-1.7,2020-07-19
Chad,TCD,Apples (1kg),2709.1,3099.63,14.42,CFA,1274.69-4000,2020-07-19
Timor-Leste,TLS,Apples (1kg),7.5,7.5,0.0,$,7.01-8,2020-07-19
Maldives,MDV,Apples (1kg),32.5,28.33,-12.83,Rf,20-39.99,2020-07-19
Bolivia,BOL,Apples (1kg),15.13,15.54,2.71,Bs.,5-35.01,2020-07-19
Martinique,MTQ,Apples (1kg),2.27,2.27,0.0,€,1.57-3,2020-07-19
China,CHN,Apples (1kg),12.95,13.24,2.21,¥,5-22.05,2020-07-19
Taiwan,TWN,Apples (1kg),134.11,129.83,-3.19,NT$,70-200,2020-07-19
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.75,1.99,KM,0.99-3,2020-07-19
Turks And Caicos Islands,TCA,Apples (1kg),4.14,4.14,0.0,$,3.31-5,2020-07-19
Costa Rica,CRI,Apples (1kg),2313.64,2359.97,2.0,₡,999.99-4000,2020-07-19
French Polynesia,PYF,Apples (1kg),422.49,422.49,0.0,F,395-450.01,2020-07-19
Equatorial Guinea,GNQ,Apples (1kg),2000.67,2666.66,33.29,CFA,999.99-4000,2020-07-19
Austria,AUT,Apples (1kg),2.25,2.28,1.52,€,0.99-3,2020-07-19
Cameroon,CMR,Apples (1kg),1351.27,1710.12,26.56,CFA,500.01-2499.99,2020-07-19
Egypt,EGY,Apples (1kg),23.48,23.61,0.57,EG£,14-30,2020-07-19
Colombia,COL,Apples (1kg),6043.18,6711.7,11.06,Col$,2499.99-10000,2020-07-19
Barbados,BRB,Apples (1kg),8.0,8.6,7.5,Bds$,3.31-15.43,2020-07-19
Dominican Republic,DOM,Apples (1kg),120.51,129.55,7.5,RD$,75.99-250,2020-07-19
Hong Kong,HKG,Apples (1kg),27.87,31.29,12.26,HK$,11.02-70,2020-07-19
Algeria,DZA,Apples (1kg),259.43,272.02,4.85,DZD,120-500.01,2020-07-19
Jersey,JEY,Apples (1kg),2.8,3.2,14.29,£,2.01-3.99,2020-07-19
Bermuda,BMU,Apples (1kg),9.24,12.99,40.58,$,5-17.9,2020-07-19
Croatia,HRV,Apples (1kg),8.94,10.1,12.98,kn,5-15.3,2020-07-19
Denmark,DNK,Apples (1kg),18.38,18.81,2.34,kr,10.01-25,2020-07-19
Cyprus,CYP,Apples (1kg),1.81,1.95,7.5,€,0.86-3,2020-07-19
El Salvador,SLV,Apples (1kg),3.24,2.69,-16.98,$,0.99-7.39,2020-07-19
Congo,COG,Apples (1kg),6.21,6.31,1.61,$,3-8,2020-07-19
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2020-07-19
Armenia,ARM,Apples (1kg),456.41,426.92,-6.46,AMD,200-749.99,2020-07-19
Zimbabwe,ZWE,Apples (1kg),3.75,3.92,4.53,$,1.5-7.01,2020-07-19
Belgium,BEL,Apples (1kg),2.17,2.27,4.61,€,1.34-3,2020-07-19
Bangladesh,BGD,Apples (1kg),163.92,162.73,-0.72,৳,100-200,2020-07-19
Us Virgin Islands,VIR,Apples (1kg),6.31,6.72,6.5,$,3.95-8.82,2020-07-19
Botswana,BWA,Apples (1kg),17.85,18.84,5.55,P,13.01-26.94,2020-07-19
Guam,GUM,Apples (1kg),4.3,4.3,0.0,$,2.01-6.61,2020-07-19
Brazil,BRA,Apples (1kg),5.89,6.6,11.98,R$,3-10.01,2020-07-19
Vietnam,VNM,Apples (1kg),64763.43,66933.62,3.35,₫,30000.01-100000,2020-07-19
Ecuador,ECU,Apples (1kg),2.06,2.01,-2.43,$,0.99-3.51,2020-07-19
Czech Republic,CZE,Apples (1kg),30.85,32.87,6.56,Kč,20-50,2020-07-19
Vanuatu,VUT,Apples (1kg),349.68,343.36,-1.81,VT,225-462.88,2020-07-19
Macao,MAC,Apples (1kg),36.16,33.8,-6.53,P,14.99-100,2020-07-19
Faroe Islands,FRO,Apples (1kg),23.31,23.32,0.04,kr,20-25,2020-07-19
Chile,CHL,Apples (1kg),1079.99,1124.66,4.14,CL$,600.01-1800.01,2020-07-19
Guinea-Bissau,GNB,Apples (1kg),1375.0,1375.0,0.0,CFA,749.99-2000.01,2020-07-19
Venezuela,VEN,Apples (1kg),3.78,5.58,47.66,$,1.72-7.01,2020-07-19
Curacao,CUW,Apples (1kg),6.48,6.33,-2.31,NAf,5-8,2020-07-19
United Kingdom,GBR,Apples (1kg),1.78,1.81,1.69,£,0.99-3,2020-07-19
Cayman Islands,CYM,Apples (1kg),8.77,8.93,1.82,KY$,4.25-10.01,2020-07-19
Bulgaria,BGR,Apples (1kg),1.88,2.13,13.53,лв,0.99-3,2020-07-19
Cape Verde,CPV,Apples (1kg),273.47,275.0,0.56,Esc,250-300,2020-07-19
United States,USA,Apples (1kg),4.48,4.62,3.22,$,2.16-8.82,2020-07-19
Aland Islands,ALA,Apples (1kg),1.8,1.87,3.89,€,1.65-2.01,2020-07-19
Cambodia,KHM,Apples (1kg),3.55,3.9,9.86,$,2.01-5.49,2020-07-19
Argentina,ARG,Apples (1kg),69.27,77.46,11.82,ARS,45-110.01,2020-07-19
Canada,CAN,Apples (1kg),3.91,4.11,5.01,C$,1.61-6.61,2020-07-19
Brunei,BRN,Apples (1kg),3.4,3.4,0.0,S$,1.79-5,2020-07-19
Estonia,EST,Apples (1kg),1.06,1.22,15.5,€,0.51-2.01,2020-07-19
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2020-07-19
Benin,BEN,Apples (1kg),1830.12,1833.34,0.18,CFA,999.99-2499.99,2020-07-19
Uzbekistan,UZB,Apples (1kg),0.97,1.17,20.91,$,0.31-2.01,2020-07-19
Marshall Islands,MHL,Apples (1kg),7.72,7.72,0.0,$,6.61-8.8,2020-07-19
Cuba,CUB,Apples (1kg),4.22,4.17,-1.25,$,1.26-10.01,2020-07-19
Aruba,ABW,Apples (1kg),4.83,4.56,-5.59,$,3.35-8,2020-07-19
Guadeloupe,GLP,Apples (1kg),3.51,3.51,0.0,€,3-3.99,2022-05-01
Vietnam,VNM,Apples (1kg),64763.43,63599.45,-1.8,₫,30000.01-90000,2022-05-01
Denmark,DNK,Apples (1kg),18.38,19.63,6.82,kr,10.01-25,2022-05-01
Us Virgin Islands,VIR,Apples (1kg),6.31,6.7,6.18,$,3.53-13.21,2022-05-01
Cameroon,CMR,Apples (1kg),1351.27,1861.54,37.76,CFA,999.99-3000,2022-05-01
Liberia,LBR,Apples (1kg),2.76,16.16,485.51,$,2.49-42.99,2022-05-01
Taiwan,TWN,Apples (1kg),134.11,117.75,-12.2,NT$,50-259.99,2022-05-01
Bulgaria,BGR,Apples (1kg),1.88,2.61,38.75,лв,1.3-3.99,2022-05-01
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.8,4.4,KM,0.99-3,2022-05-01
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2022-05-01
Hong Kong,HKG,Apples (1kg),27.87,34.87,25.12,HK$,14.99-66.14,2022-05-01
French Polynesia,PYF,Apples (1kg),422.49,414.52,-1.89,F,250.11-600.01,2022-05-01
Bhutan,BTN,Apples (1kg),234.11,366.78,56.67,Nu.,250-450.01,2022-05-01
Croatia,HRV,Apples (1kg),8.94,8.98,0.5,kn,5-13.01,2022-05-01
Botswana,BWA,Apples (1kg),17.85,21.56,20.78,P,8-31.99,2022-05-01
Austria,AUT,Apples (1kg),2.25,2.19,-2.48,€,0.99-3,2022-05-01
Bangladesh,BGD,Apples (1kg),163.92,176.1,7.43,৳,120-250,2022-05-01
Czech Republic,CZE,Apples (1kg),30.85,35.0,13.45,Kč,20-49.01,2022-05-01
Niger,NER,Apples (1kg),1250.0,1833.34,46.67,CFA,999.99-3000,2022-05-01
Barbados,BRB,Apples (1kg),8.0,7.45,-6.87,Bds$,2.56-10.01,2022-05-01
Cape Verde,CPV,Apples (1kg),273.47,257.5,-5.84,Esc,225-300,2022-05-01
Canada,CAN,Apples (1kg),3.91,4.36,11.55,C$,1.96-7.01,2022-05-01
South Sudan,SSD,Apples (1kg),6.5,6.5,0.0,$,3.99-8.99,2022-05-01
Zimbabwe,ZWE,Apples (1kg),3.75,2.95,-21.33,$,1.5-3.99,2022-05-01
Jersey,JEY,Apples (1kg),2.8,3.02,7.86,£,0.99-3.99,2022-05-01
Aruba,ABW,Apples (1kg),4.83,5.47,13.25,$,3.75-8,2022-05-01
Benin,BEN,Apples (1kg),1830.12,1562.5,-14.62,CFA,999.99-2499.99,2022-05-01
Vanuatu,VUT,Apples (1kg),349.68,409.67,17.16,VT,225-550.01,2022-05-01
Guam,GUM,Apples (1kg),4.3,8.82,105.12,$,3.28-14.33,2022-05-01
Solomon Islands,SLB,Apples (1kg),36.99,36.33,-1.78,SI$,30-44,2022-05-01
Timor-Leste,TLS,Apples (1kg),7.5,5.0,-33.33,$,3-7.01,2022-05-01
Curacao,CUW,Apples (1kg),6.48,7.01,8.18,NAf,5.89-10.01,2022-05-01
Macao,MAC,Apples (1kg),36.16,33.66,-6.91,P,17.99-50,2022-05-01
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2022-05-01
Estonia,EST,Apples (1kg),1.06,1.48,39.62,€,0.6-2.49,2022-05-01
Aland Islands,ALA,Apples (1kg),1.8,1.96,8.65,€,1.81-2.84,2022-05-01
Chile,CHL,Apples (1kg),1079.99,1303.54,20.7,CL$,600.01-2000.01,2022-05-01
Brunei,BRN,Apples (1kg),3.4,4.5,32.35,S$,3.51-5,2022-05-01
Bermuda,BMU,Apples (1kg),9.24,12.17,31.71,$,5-20,2022-05-01
Belarus,BLR,Apples (1kg),2.24,3.48,55.55,BYN,2.01-5,2022-05-01
Maldives,MDV,Apples (1kg),32.5,44.38,36.55,Rf,25-70,2022-05-01
Belgium,BEL,Apples (1kg),2.17,2.26,3.95,€,1.41-3,2022-05-01
Martinique,MTQ,Apples (1kg),2.27,2.51,10.57,€,1.57-3,2022-05-01
Burkina Faso,BFA,Apples (1kg),1350.0,1310.89,-2.9,CFA,999.99-1500,2022-05-01
Algeria,DZA,Apples (1kg),259.43,295.44,13.88,DZD,120-500.01,2022-05-01
Cyprus,CYP,Apples (1kg),1.81,2.26,24.63,€,0.99-3,2022-05-01
Bahrain,BHR,Apples (1kg),0.84,0.82,-2.38,BHD,0.51-0.99,2022-05-01
Burundi,BDI,Apples (1kg),6910.51,11333.33,64.0,FBu,10000-11999.99,2022-05-01
Venezuela,VEN,Apples (1kg),3.78,4.59,21.47,$,2.01-8,2022-05-01
Turks And Caicos Islands,TCA,Apples (1kg),4.14,4.14,0.0,$,3.31-5,2022-05-01
United Kingdom,GBR,Apples (1kg),1.78,1.83,2.81,£,0.99-3,2022-05-01
Armenia,ARM,Apples (1kg),456.41,427.13,-6.42,AMD,250-500.01,2022-05-01
United States,USA,Apples (1kg),4.48,4.64,3.54,$,2.18-8.8,2022-05-01
Ecuador,ECU,Apples (1kg),2.06,1.88,-8.81,$,0.99-3.99,2022-05-01
El Salvador,SLV,Apples (1kg),3.24,2.95,-8.95,$,1.79-4.41,2022-05-01
Argentina,ARG,Apples (1kg),69.27,1.4,-97.98,$,0.75-2.2,2022-05-01
Bolivia,BOL,Apples (1kg),15.13,15.66,3.5,Bs.,5-35.01,2022-05-01
Congo,COG,Apples (1kg),6.21,6.59,6.12,$,3-8,2022-05-01
Dominican Republic,DOM,Apples (1kg),120.51,125.67,4.28,RD$,70-220.46,2022-05-01
Saint Vincent And The Grenadines,VCT,Apples (1kg),15.92,27.27,71.29,EC$,11.99-50,2022-05-01
Uzbekistan,UZB,Apples (1kg),0.97,1.24,28.28,$,0.51-2.2,2022-05-01
Cuba,CUB,Apples (1kg),4.22,6.99,65.64,$,2.01-11.02,2022-05-01
Egypt,EGY,Apples (1kg),23.48,25.11,6.95,EG£,11.99-35.01,2022-05-01
Sint Maarten,SXM,Apples (1kg),3.99,4.01,0.5,$,2.49-5,2022-05-01
Cayman Islands,CYM,Apples (1kg),8.77,5.47,-37.63,KY$,1.9-7.01,2022-05-01
China,CHN,Apples (1kg),12.95,12.39,-4.32,¥,5-22,2022-05-01
Chad,TCD,Apples (1kg),2709.1,3500.01,29.19,CFA,1374.8-4000,2022-05-01
Cambodia,KHM,Apples (1kg),3.55,3.79,6.84,$,2.01-6,2022-05-01
Costa Rica,CRI,Apples (1kg),2313.64,2213.19,-4.34,₡,999.99-3666.24,2022-05-01
Faroe Islands,FRO,Apples (1kg),23.31,23.32,0.04,kr,20-25,2022-05-01
Guinea-Bissau,GNB,Apples (1kg),1375.0,1375.0,0.0,CFA,749.99-2000.01,2022-05-01
Bahamas,BHS,Apples (1kg),3.77,3.25,-13.83,$,1.48-5,2022-05-01
Equatorial Guinea,GNQ,Apples (1kg),2000.67,3333.34,66.61,CFA,2499.99-4000,2022-05-01
Brazil,BRA,Apples (1kg),5.89,7.31,24.04,R$,3.9-11.99,2022-05-01
Colombia,COL,Apples (1kg),6043.18,8205.39,35.78,Col$,3000-12870,2022-05-01
Tonga,TON,Apples (1kg),4.5,6.33,40.67,T$,3-10.01,2022-05-01
Argentina,ARG,Apples (1kg),69.27,1.57,-97.74,$,0.99-2.98,2021-07-18
Vanuatu,VUT,Apples (1kg),349.68,405.0,15.82,VT,225-550.01,2021-07-18
Congo,COG,Apples (1kg),6.21,6.59,6.12,$,3-8,2021-07-18
Botswana,BWA,Apples (1kg),17.85,19.73,10.53,P,8-26.94,2021-07-18
Belarus,BLR,Apples (1kg),2.24,2.91,29.91,BYN,1.76-5,2021-07-18
Burundi,BDI,Apples (1kg),6910.51,10666.66,54.35,FBu,3749-11999.99,2021-07-18
Croatia,HRV,Apples (1kg),8.94,9.24,3.39,kn,3.99-14.99,2021-07-18
Cayman Islands,CYM,Apples (1kg),8.77,5.72,-34.73,KY$,1.9-7.98,2021-07-18
Armenia,ARM,Apples (1kg),456.41,480.76,5.34,AMD,250-749.99,2021-07-18
Liechtenstein,LIE,Apples (1kg),1.92,1.92,0.0,Fr.,0.99-2.82,2021-07-18
Martinique,MTQ,Apples (1kg),2.27,2.27,0.0,€,1.57-3,2021-07-18
United States,USA,Apples (1kg),4.48,4.52,0.96,$,2.16-8.8,2021-07-18
Niger,NER,Apples (1kg),1250.0,1833.34,46.67,CFA,999.99-3000,2021-07-18
Benin,BEN,Apples (1kg),1830.12,1937.51,5.87,CFA,999.99-2499.99,2021-07-18
Costa Rica,CRI,Apples (1kg),2313.64,2325.22,0.5,₡,999.99-3950,2021-07-18
Dominican Republic,DOM,Apples (1kg),120.51,123.8,2.73,RD$,75.99-220.46,2021-07-18
Algeria,DZA,Apples (1kg),259.43,272.56,5.06,DZD,100-450.01,2021-07-18
Faroe Islands,FRO,Apples (1kg),23.31,23.32,0.04,kr,20-25,2021-07-18
Vietnam,VNM,Apples (1kg),64763.43,61955.17,-4.34,₫,30000.01-90000,2021-07-18
French Polynesia,PYF,Apples (1kg),422.49,405.89,-3.93,F,222.84-600.01,2021-07-18
Guam,GUM,Apples (1kg),4.3,6.83,58.84,$,2.01-14.33,2021-07-18
Sint Maarten,SXM,Apples (1kg),3.99,4.65,16.54,$,3-5,2021-07-18
Tonga,TON,Apples (1kg),4.5,6.33,40.67,T$,3-10.01,2021-07-18
Curacao,CUW,Apples (1kg),6.48,5.95,-8.18,NAf,5-6,2021-07-18
Marshall Islands,MHL,Apples (1kg),7.72,7.72,0.0,$,6.61-8.8,2021-07-18
Guadeloupe,GLP,Apples (1kg),3.51,3.51,0.0,€,3-3.99,2021-07-18
Hong Kong,HKG,Apples (1kg),27.87,32.5,16.61,HK$,14.99-50.71,2021-07-18
Djibouti,DJI,Apples (1kg),749.57,700.01,-6.61,Fdj,400.01-999.99,2021-07-18
Timor-Leste,TLS,Apples (1kg),7.5,5.0,-33.33,$,3-7.01,2021-07-18
Bosnia And Herzegovina,BIH,Apples (1kg),1.72,1.72,0.0,KM,0.99-2.49,2021-07-18
Cambodia,KHM,Apples (1kg),3.55,3.88,9.3,$,2.01-5.49,2021-07-18
Cameroon,CMR,Apples (1kg),1351.27,1766.67,30.74,CFA,949.99-3000,2021-07-18
Denmark,DNK,Apples (1kg),18.38,19.43,5.7,kr,10.01-28,2021-07-18
Aruba,ABW,Apples (1kg),4.83,4.59,-4.97,$,3.75-8,2021-07-18
Chad,TCD,Apples (1kg),2709.1,3180.26,17.39,CFA,1224.89-4000,2021-07-18
Uzbekistan,UZB,Apples (1kg),0.97,1.41,45.36,$,0.71-2.2,2021-07-18
Chile,CHL,Apples (1kg),1079.99,1265.32,17.16,CL$,500.01-1990,2021-07-18
Dominica,DMA,Apples (1kg),22.44,22.42,-0.09,EC$,19.84-25,2021-07-18
Macao,MAC,Apples (1kg),36.16,32.32,-10.62,P,14.99-50,2021-07-18
Jersey,JEY,Apples (1kg),2.8,3.15,12.5,£,0.99-3.99,2021-07-18
Bangladesh,BGD,Apples (1kg),163.92,159.25,-2.85,৳,100-200,2021-07-18
Czech Republic,CZE,Apples (1kg),30.85,35.75,15.9,Kč,20-50,2021-07-18
Solomon Islands,SLB,Apples (1kg),36.99,36.99,0.0,SI$,30-44,2021-07-18
